CAMINO PADRE HUTADO;56;-339.063.352;-706.565.616;56;Padre Hurtado;Paine;Paine;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;10788383;RANGE_INTERPOLATED
PASAJE DR ISRAEL ROIZBLAT BLOCK;131;-330.568.983;-715.610.622;131;Doctor Israel Roizblat;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;2385743;RANGE_INTERPOLATED
VICU,A MACKENNA;901;-336.799.002;-712.190.117;901;Vicuña Mackenna;Melipilla;Melipilla;Melipilla;Melipilla;Región Metropolitana;Región Metropolitana;CL;Chile;8747747;ROOFTOP
MANANTIALES;1535;-531.471.515;-708.839.736;1535;Manantiales;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;S/N;S/N;11076828;RANGE_INTERPOLATED
RUDECINDO ORTEGA;1615;-387.157.944;-725.636.734;1615;Rudecindo Ortega;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;2397687;RANGE_INTERPOLATED
BALMACEDA;1259;-366.258.705;-718.320.686;1259;Calle Balmaceda;Coihueco;Coihueco;Región del Bío Bío;Región del Bío Bío;CL;Chile;S/N;S/N;2401203;RANGE_INTERPOLATED
AVENIDA LETELIER;0;-338.186.798;-707.426.278;S/N;Alfonso Letelier;Paine;Paine;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;2401696;RANGE_INTERPOLATED
SANTA ROSA DE LIMA;28;-330.417.629;-715.727.014;28;Santa Rosa de Lima;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;2403803;ROOFTOP
LAS ROZAS;792;-334.420.102;-707.073.121;792;María Rozas Velásquez;Quinta Normal;Quinta Normal;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9179166;RANGE_INTERPOLATED
ISLA NAVARINO;865;-531.560.795;-709.412.698;865;Isla Navarino;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;10295768;RANGE_INTERPOLATED
COLONIAL;2613;-298.894.279;-712.462.469;2613;Colonial;La Serena;La Serena;Elqui;Elqui;Región de Coquimbo;Región de Coquimbo;CL;Chile;2409281;ROOFTOP
PASAJE FILOPOLITOS;1288;-34.159.341;-707.107.405;1288;Filopolitas;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10614115;RANGE_INTERPOLATED
BLANCO;1215;-33.042.623;-716.233.658;1215;Blanco;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10436337;ROOFTOP
AZAPA;130;-33.466.749;-705.912.636;130;Azapa;Ñuñoa;Ñuñoa;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;8916233;RANGE_INTERPOLATED
ALFONSO BRINTRUPCS A;11;-413.266.155;-729.887.594;11;Alfonso Brintrup;Puerto Varas;Puerto Varas;Llanquihue;Llanquihue;X Región;X Región;CL;Chile;2426197;RANGE_INTERPOLATED
PRESIDENTE BALMACEDA;14;-330.511.601;-716.148.615;14;Balmaceda;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;9445722;RANGE_INTERPOLATED
AVENIDA LIBERTAD;482;-517.246.869;-724.871.289;482;Avenida Libertad;Puerto Natales;Puerto Natales;Ultima Esperanza;Ultima Esperanza;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;2427330;RANGE_INTERPOLATED
CABO DE HORNO;9872;-335.459.302;-706.811.431;9872;Cabo de Hornos;El Bosque;El Bosque;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;10605256;ROOFTOP
AVENIDA EL BELLOTO A 39;1205;-330.464.458;-714.074.241;39;El Belloto;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;2430362;RANGE_INTERPOLATED
EL MONTE;1880;-387.514.259;-726.341.048;1880;El Monte;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10803274;RANGE_INTERPOLATED
Cleopatra;7055;-33.499.472;-707.160.712;7055;Cleopatra;Los Cerrillos;Los Cerrillos;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10936218;RANGE_INTERPOLATED
NONATO COO;1045;-33.599.691;-705.656.421;1045;Nonato Coo;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;2432021;RANGE_INTERPOLATED
PASAJE COIQUE;1244;-335.919.734;-706.731.348;1244;Coique;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;8571174;RANGE_INTERPOLATED
PASAJE TRIANGULO;1914;-335.935.472;-705.546.773;1914;Triángulo;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10459263;ROOFTOP
LOS AROMOS;1297;-370.745.759;-73.153.378;1297;Los Aromos;Lota;Lota;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;10742678;RANGE_INTERPOLATED
KM 18 CAMINO INTERNACIONAL;36;-328.356.537;-705.743.476;36;Camino Internacional;Los Andes;Los Andes;Los Andes;Los Andes;Región de Valparaíso;Región de Valparaíso;CL;Chile;9045835;RANGE_INTERPOLATED
RUTA;SN;-389.154.453;-726.243.741;15;Panamericana Sur;Freire;Freire;IX Región;IX Región;CL;Chile;S/N;S/N;10279392;ROOFTOP
LAS ELENAS;2147;-330.568.707;-714.267.991;2147;Elena;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;9276437;RANGE_INTERPOLATED
MAIPU;698;-358.483.636;-715.935.719;698;Maipú;Linares;Linares;Linares;Linares;VII Región;VII Región;CL;Chile;9296519;RANGE_INTERPOLATED
LAS LOMAS;3678;-335.423.168;-706.156.883;3678;Coronel;La Granja;La Granja;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9551176;RANGE_INTERPOLATED
PASAJE SAN RICARDO;409;-333.646.318;-70.744.662;409;San Ricardo;Quilicura;Quilicura;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9374780;RANGE_INTERPOLATED
BRASIL;146;-336.156.578;-705.844.014;146;Brasil;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;2465097;ROOFTOP
HERNANDO DE MAGALLANES PSAJE 1;1732;-334.269.873;-705.627.225;1732;Hernando de Magallanes;Las Condes;Las Condes;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2465520;RANGE_INTERPOLATED
EL REFUGIO;19000;-333.580.947;-704.837.692;19000;El Refugio;Lo Barnechea;Lo Barnechea;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10025321;RANGE_INTERPOLATED
PASAJE  LAGO PIRIHUEICO;7154;-368.852.141;-731.471.865;7154;Pasaje Lago Pirihueico Tres;San Pedro de la Paz;San Pedro de la Paz;Concepcion;Concepcion;Región Metropolitana;Región Metropolitana;CL;Chile;2483510;RANGE_INTERPOLATED
AVDA ARGENTINA;268;-531.432.312;-709.073.145;268;Argentina;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;2489699;RANGE_INTERPOLATED
PASAJE MENDELSSOHN;862;-405.911.446;-731.652.925;862;Mendelsohn;Osorno;Osorno;Osorno;Osorno;X Región;X Región;CL;Chile;9929373;ROOFTOP
LONTUE -G;106;-33.038.765;-716.432.926;106;Lontué;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;2494590;RANGE_INTERPOLATED
CAPITAN GUILLERMOS;674;-531.502.301;-708.977.964;674;Capitán Juan Guillermo;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;2498854;RANGE_INTERPOLATED
PJE. 8 1/2 ORIENTE A;2995;-354.081.961;-71.649.256;2995;Ocho 1/2 Oriente;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;2498909;RANGE_INTERPOLATED
EMPART;5;-184.948.074;-702.928.402;2387;Pedro Quintavalle;Arica;Arica;Arica;Arica;Región de Arica y Parinacota;Región de Arica y Parinacota;CL;Chile;2500735;ROOFTOP
LOS BOLDOS;19;-368.372.372;-730.009.648;19;Los Boldos;Concepción;Concepción;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;9906615;RANGE_INTERPOLATED
CUATRO NORTE;628;-330.193.549;-715.519.161;628;4 Norte;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10415976;RANGE_INTERPOLATED
PASAJE CHACAGUA;153;-336.124.275;-70.707.461;153;Cachagua;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;2517464;ROOFTOP
PSJE LA BENDIMIA;2085;-33.480.923;-705.244.279;2085;La Vendimia;Penalolen;Penalolen;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9358169;ROOFTOP
CALLE ANCUD;317;-41.885.088;-73.807.137;P2;317;Calle Federico Errazuriz;Calle Federico Errazuriz;Castro;Castro;Chiloe;Chiloe;X Región;X Región;2523246;ROOFTOP
HIPODROMO;2111;-330.622.847;-713.569.684;2111;Nva Hipódromo;Villa Alemana;Villa Alemana;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;2528908;RANGE_INTERPOLATED
PERPETUA FREIRE;23;-335.294.455;-705.956.436;23;Perpetua Freire;La Florida;La Florida;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9189938;RANGE_INTERPOLATED
LOS POETAS;418;-387.140.094;-72.651.976;418;Los Poetas;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10213078;RANGE_INTERPOLATED
PASAJE VICTORIA;1580;-330.408.966;-71.384.895;1580;Victoria;Villa Alemana;Villa Alemana;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;2534734;RANGE_INTERPOLATED
AVENIDA PORVENIR;1493;-330.392.674;-716.480.078;1493;Porvenir;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;2535973;RANGE_INTERPOLATED
GARCIA REYES;44;-3.344.645;-706.708.747;44;García Reyes;Santiago;Santiago;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2536863;ROOFTOP
SAN FLORENCIO;2703;-335.698.041;-706.754.934;2703;San Florencio;El Bosque;El Bosque;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;2537023;RANGE_INTERPOLATED
PASAJE CAPELLA;8674;-334.615.252;-707.565.951;8674;Capella;Pudahuel;Pudahuel;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9087647;RANGE_INTERPOLATED
AVDA EL RODEO;245;-337.261.642;-707.334.003;245;El Rodeo;Buin;Buin;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;8573704;ROOFTOP
AV PEDRO AGUIRRE CERDA;858;-335.316.673;-706.749.051;858;Pedro Aguirre Cerda;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9439337;RANGE_INTERPOLATED
PASAJE SANTA CAMILA;3457;-34.124.165;-707.384.619;3457;Pasaje Santa Camila;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;9129165;RANGE_INTERPOLATED
STA JUANA;360;-531.822.165;-70.942.101;360;Santa Juana;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;10626786;RANGE_INTERPOLATED
OSCAR OLAVE;1360;-364.165.339;-719.534.699;1360;Regidor Oscar Olave Figueroa;San Carlos;San Carlos;Nuble;Nuble;Región del Bío Bío;Región del Bío Bío;CL;Chile;2553719;RANGE_INTERPOLATED
PROVIDENCIA;1324;-285.706.961;-707.586.697;1324;Providencia;Vallenar;Vallenar;Huasco;Huasco;III Región;III Región;CL;Chile;10934950;RANGE_INTERPOLATED
VINA DEL MAR;67;-34.162.528;-707.511.346;67;Viña del Mar;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;2563489;RANGE_INTERPOLATED
LAS VIZCACHAS;339;-335.747.975;-705.788.771;339;Vizcachas;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;2564433;RANGE_INTERPOLATED
LAS CAMELIAS;311;-345.952.253;-709.776.088;311;Las Camelias;San Fernando;San Fernando;Colchagua;Colchagua;VI Región;VI Región;CL;Chile;10440891;RANGE_INTERPOLATED
BRISAS DEL MAIPO;573;-335.307.214;-706.707.664;573;Brisas del Maipo;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2583694;RANGE_INTERPOLATED
AVENIDA PORTALES ORIENTE;944;-336.044.264;-70.695.049;944;Portales Oriente;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;9772420;ROOFTOP
HOSPITAL DE TALCA;SN;-354.263.052;-716.464.504;1990;Calle 1 Norte;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;2597746;ROOFTOP
AVENIDA RECABARREN;1740;-387.548.534;-72.631.552;1740;Manuel Recabarren;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;9905816;RANGE_INTERPOLATED
COSTANER PASAJE DOS;357;-353.247.782;-724.088.816;2;Costanera;Constitución;Constitución;Talca;Talca;VII Región;VII Región;CL;Chile;9490590;RANGE_INTERPOLATED
PASAJE CORDOVA;637;-368.059.896;-730.908.592;637;Córdova;Hualpen;Hualpen;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;2607470;RANGE_INTERPOLATED
CAMINO PADRE HURTADO;2;-339.056.039;-706.557.326;2;Padre Hurtado;Paine;Paine;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;2614624;RANGE_INTERPOLATED
COLPANAO;633;-387.702.027;-726.046.681;633;Colpanao;Padre las Casas;Padre las Casas;Cautín;Cautín;IX Región;IX Región;CL;Chile;2617779;ROOFTOP
MAX CASAS;216;-455.762.593;-720.538.846;216;Max Casas;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;9936266;RANGE_INTERPOLATED
GABRIELA MISTRAL;308;-370.369.872;-72.395.015;308;Gabriela Mistral;Cabrero;Cabrero;Región del Bío Bío;Región del Bío Bío;CL;Chile;S/N;S/N;2630240;ROOFTOP
CALLE UNO;281;-341.720.083;-707.205.112;281;Calle Uno;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10836635;RANGE_INTERPOLATED
NUMERO UNO;1;-330.446.944;-716.443.154;1;Calle Uno;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10720286;ROOFTOP
PASAJE NUEVE;322;-369.122.929;-730.338.679;322;Calle Nueva;Chiguayante;Chiguayante;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;11124724;RANGE_INTERPOLATED
TRONCAL;SN;-32.771.715;-70.838.334;S/N;Troncal Direccion Provisoria;Panquehue;Panquehue;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;CL;Chile;2639385;ROOFTOP
PEDRO LIRA;552;-414.535.775;-72.938.171;552;Pasaje Pedro Lira;Puerto Montt;Puerto Montt;Llanquihue;Llanquihue;X Región;X Región;CL;Chile;9709662;RANGE_INTERPOLATED
AVDA. TOBALABA;7415;-33.450.406;-705.605.171;7415;Tobalaba;La Reina;La Reina;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2641776;RANGE_INTERPOLATED
ALCALDE JUAN SEGUNDO ROMO;202;-333.592.332;-707.265.362;202;Alcalde Juan Segundo Romo;Quilicura;Quilicura;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2656136;RANGE_INTERPOLATED
CIRCUNVALACION;1735;-33.614.384;-705.540.762;1735;Circunvalación;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;8863413;RANGE_INTERPOLATED
LOS MANIOS;485;-455.806.806;-720.714.402;485;Los Mañíos;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;2664276;RANGE_INTERPOLATED
6 SUR 19 ORIENTE;2602;-354.373.856;-716.871.324;118;Calle Diecinueve Sur;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;2665805;ROOFTOP
PASAJE 1;263;-36.947.156;-730.211.586;263;Pasaje 1;Chiguayante;Chiguayante;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;2674254;RANGE_INTERPOLATED
PASAJE SAN FRANCISCO;1473;-334.650.733;-7.064.456;1473;San Francisco;Santiago;Santiago;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2676260;ROOFTOP
GALVARINO;273;-367.198.858;-729.831.524;273;Galvarino;Lirquen;Lirquen;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;2677147;RANGE_INTERPOLATED
PASAJE RIO DE JANERIO;639;-330.389.429;-714.105.745;639;Río de Janeiro;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;9198250;ROOFTOP
Rio Santa Cruz;3248;-387.153.971;-725.500.743;3248;Río Santa Cruz;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10366221;RANGE_INTERPOLATED
AVENIDA CARLOS IBANEZ DEL CAMPO;5452;-531.206.565;-708.727.069;5452;Carlos Ibáñez del Campo;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;9942428;ROOFTOP
PASAJE DIECISEIS;390;-36.806.989;-730.722.034;390;Pasaje Dieciséis;Concepción;Concepción;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;8777431;RANGE_INTERPOLATED
DIAGONAL PARAGUAY;24;-334.421.059;-706.343.118;24;Diagonal Paraguay;Santiago;Santiago;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2690230;ROOFTOP
PSJ BLANCO;1736;-33.051.193;-713.786.087;1736;Río Blanco;Villa Alemana;Villa Alemana;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;9460297;RANGE_INTERPOLATED
LUIS EMILIO RECABARREN;2400;-336.000.047;-716.123.932;2400;Luis Emilio Recabarren;San Antonio;San Antonio;San Antonio;San Antonio;Región de Valparaíso;Región de Valparaíso;CL;Chile;2707583;RANGE_INTERPOLATED
PISAGUA;828;-236.240.427;-703.849.789;828;Pisagua;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;2710926;RANGE_INTERPOLATED
SANTIAGO DE URIONA;2128;-334.230.518;-706.993.493;2128;Santiago de Uriona;Quinta Normal;Quinta Normal;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10247130;ROOFTOP
4 NORTE;4812;-334.798.175;-706.087.413;NORTE;2230;Ocho Nte;Ocho Norte;Macul;Macul;Santiago;Santiago;Región Metropolitana;Región Metropolitana;2721605;ROOFTOP
PASAJE SAMOA;2151;-335.909.164;-705.633.336;2151;Samoa;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;8578411;RANGE_INTERPOLATED
0;SN;-424.836.152;-737.652.061;S/N;Balmaceda;Castro;Castro;Chiloe;Chiloe;X Región;X Región;CL;Chile;10860369;ROOFTOP
PASAJE 45;2645;-33.509.381;-706.815.096;2645;Pasaje 45;Lo Espejo;Lo Espejo;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9561641;ROOFTOP
LOYOLA;5960;-334.390.702;-707.087.765;5960;Carlos Loyola;Lo Prado;Lo Prado;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;11106369;RANGE_INTERPOLATED
PEDRO LEON GALLO;86;-285.719.927;-707.583.077;86;Pedro León Gallo;Vallenar;Vallenar;Huasco;Huasco;III Región;III Región;CL;Chile;9183602;RANGE_INTERPOLATED
RIO BLANCO;475;-455.838.754;-720.408.032;475;Río Blanco;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;9885779;RANGE_INTERPOLATED
COLINA SUR;11300;-331.932.746;-706.698.636;SUR 472;472;Cruz del Sur;Cruz del Sur;Colina;Colina;Chacabuco;Chacabuco;Región Metropolitana;Región Metropolitana;10507116;ROOFTOP
VASCO NUNEZ DE BALBOA;725;-335.487.727;-706.223.593;725;Vasco Núñez de Balboa;La Granja;La Granja;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10167243;RANGE_INTERPOLATED
PASAJE LAS BORDADORAS;627;-341.556.666;-707.237.349;627;Las Bordadoras;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10548523;RANGE_INTERPOLATED
PASAJE LICANRAY;6415;-274.104.199;-702.787.031;6415;Lican Ray;Paipote;Paipote;Copiapo;Copiapo;III Región;III Región;CL;Chile;2769101;ROOFTOP
EL EBRO;2740;-334.158.647;-706.027.609;2740;Ebro;Las Condes;Las Condes;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10969432;RANGE_INTERPOLATED
QUINTO AMPLACION;301;-330.176.528;-715.555.291;301;5 Norte;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;2772780;ROOFTOP
18 SUR 10 Y 11 OTE;1640;-354.420.916;-716.385.134;2812-2846;Pasaje Diez Sur A;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;2776008;ROOFTOP
ALICAHUE;9302;-335.373.161;-705.641.919;9302;Alicahue;La Florida;La Florida;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10742728;ROOFTOP
PASAJE 2;995;-335.100.166;-706.195.508;PASAJE 2;5734;Francia;Francia;San Joaquín;San Joaquín;Santiago;Santiago;Región Metropolitana;Región Metropolitana;2778663;ROOFTOP
TENIENTE URIBE;305;-23.648.494;-704.014.099;305;Teniente Luis Uribe;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;11025584;RANGE_INTERPOLATED
BALMACEDA;83;-353.279.629;-724.184.657;83;Balmaceda;Constitución;Constitución;Talca;Talca;VII Región;VII Región;CL;Chile;10190111;RANGE_INTERPOLATED
AV PEDRO AGUIRRE CERDA;291;-335.341.611;-706.672.593;291;Pedro Aguirre Cerda;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10667991;RANGE_INTERPOLATED
CONJUNTO LOS LAGOS;201;-41.475.875;-729.166.248;201;Lago Todos Los Santos;Puerto Montt;Puerto Montt;Llanquihue;Llanquihue;X Región;X Región;CL;Chile;10950812;RANGE_INTERPOLATED
CALLE RELMU;57;-334.941.407;-707.761.182;57;Relmu Poniente;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2787990;ROOFTOP
SANTA ADELA;32;-347.108.077;-710.488.518;32;Avenida Chile;Chimbarongo;Chimbarongo;Colchagua;Colchagua;VI Región;VI Región;CL;Chile;10628258;RANGE_INTERPOLATED
PASAJE 19;3731;-398.468.413;-732.179.395;19;Pasaje 2;Valdivia;Valdivia;Valdivia;Valdivia;Región de los Ríos;Región de los Ríos;CL;Chile;11100181;RANGE_INTERPOLATED
SAN MARTIN;120;-398.622.622;-728.161.262;120;San Martín;Los Lagos;Los Lagos;Región de los Ríos;Región de los Ríos;CL;Chile;S/N;S/N;9596836;RANGE_INTERPOLATED
PASAJE LUPICA;19;-18.490.991;-703.036.346;19;Lúpica;Arica;Arica;Arica;Arica;Región de Arica y Parinacota;Región de Arica y Parinacota;CL;Chile;2797118;RANGE_INTERPOLATED
POBLACION GUILLERMO EL CONQUISTADOR PASAJE;9;-335.531.612;-705.741.945;9;Pasaje Oriente;La Florida;La Florida;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2805924;RANGE_INTERPOLATED
AVENIDA FEDERICO;2990;-334.171.853;-707.600.409;2990;Avenida Federico Errázuriz;Cerro Navia;Cerro Navia;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;9904893;RANGE_INTERPOLATED
MONTE YNCAHUASI;935;-333.526.306;-707.501.053;935;Monte Incahuasi;Quilicura;Quilicura;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2812555;ROOFTOP
EDUARDO YANEZ;232;-330.047.063;-715.158.506;232;Eduardo Yañez;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10849523;RANGE_INTERPOLATED
TIRANA;2280;-367.793.476;-731.154.409;2280;Tirana;Hualpen;Hualpen;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;10973742;RANGE_INTERPOLATED
AV  LUS MATTE LARRAIN;1324;-335.862.895;-705.869.605;1324;Luis Matte Larraín;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;8580479;RANGE_INTERPOLATED
LOS LIRIOS;160;-299.803.454;-713.385.939;160;Calle Los Lirios;Coquimbo;Coquimbo;Elqui;Elqui;Región de Coquimbo;Región de Coquimbo;CL;Chile;10958392;RANGE_INTERPOLATED
AVENIDA RODELILLO;5070;-330.628.717;-715.726.503;5070;Avenida Rodelillo;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10860696;RANGE_INTERPOLATED
AVENIDA DOCE DE FEBRERO;1731;-327.577.418;-707.236.531;1731;Avenida 12 de Febrero;Condominio San Felipe el Real II;Condominio San Felipe el Real II;San Felipe;San Felipe;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;9474262;ROOFTOP
FRANCISCO PIZARRO;16;-387.544.931;-725.850.447;16;Francisco Pizarro;Padre las Casas;Padre las Casas;Cautín;Cautín;IX Región;IX Región;CL;Chile;9050088;RANGE_INTERPOLATED
LOS PLATANOS;2460;-334.819.008;-706.064;2460;Los Plátanos;Macul;Macul;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2825489;RANGE_INTERPOLATED
AV JOSE JOAQUIN PRIETO VIAL;9718;-335.307.539;-706.806.632;9718;José Joaquín Prieto Vial;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;2831566;RANGE_INTERPOLATED
