PASAJE RENACA;120;-335.661.606;-705.829.779;120;Reñaca;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;6507816;ROOFTOP
VOLCAN PUNTIAGUDO;494;-405.645.657;-731.039.517;494;Volcán Puntiagudo;Osorno;Osorno;Osorno;Osorno;X Región;X Región;CL;Chile;11007408;RANGE_INTERPOLATED
AVDA UNO SUR;2652;-202.743.767;-701.241.641;2652;Avenida 4 Sur;Iquique;Iquique;Iquique;Iquique;Región de Tarapacá;Región de Tarapacá;CL;Chile;6513937;RANGE_INTERPOLATED
LOS OLIVOS;797;-328.262.862;-706.087.895;797;Los Olivos;Los Andes;Los Andes;Los Andes;Los Andes;Región de Valparaíso;Región de Valparaíso;CL;Chile;6514391;RANGE_INTERPOLATED
DOS SUR;267;-335.389.583;-706.277.819;267;Dos Sur;La Granja;La Granja;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6515937;RANGE_INTERPOLATED
AVENIDA  COLON;4647;-334.215.905;-705.766.297;4647;Avda Cristobal Colon;Las Condes;Las Condes;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10124085;ROOFTOP
RICARDO FONSECA;1281;-336.205.559;-70.586.062;1281;Ricardo Fonseca;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;8678315;RANGE_INTERPOLATED
minero godoy;865;-336.059.224;-705.911.123;865;Minero Godoy;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10651360;ROOFTOP
ESPERANZA;1685;-335.507.553;-706.483.159;1685;Esperanza;San Ramón;San Ramón;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;6522150;RANGE_INTERPOLATED
MARINA MERCANTE;1442;-330.420.243;-716.247.759;Of 907;1074;Calle Esmeralda;Calle Esmeralda;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;6523696;ROOFTOP
AVENIDA SALVADOR ALLENDE GOSSENS;448;-202.143.954;-701.343.957;448;Avenida Salvador Allende Gossens;Iquique;Iquique;Iquique;Iquique;Región de Tarapacá;Región de Tarapacá;CL;Chile;9649358;RANGE_INTERPOLATED
CALLE 2;4089;-367.957.649;-731.136.466;4089;Pasaje 2;Hualpen;Hualpen;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;8760799;RANGE_INTERPOLATED
CALLE ANDRES BELLO;1510;-374.852.426;-723.363.571;1510;Andrés Bello;Los Angeles;Los Angeles;Biobio;Biobio;Región del Bío Bío;Región del Bío Bío;CL;Chile;6525878;RANGE_INTERPOLATED
STGO BARRERA;1565;-374.870.681;-723.412.233;1565;Santiago Barrera;Los Angeles;Los Angeles;Biobio;Biobio;Región del Bío Bío;Región del Bío Bío;CL;Chile;10096914;RANGE_INTERPOLATED
LAS PALMERAS;112;-374.815.466;-723.669.806;112;Las Palmeras;Los Ángeles;Los Ángeles;Región del Bío Bío;Región del Bío Bío;CL;Chile;S/N;S/N;10588322;RANGE_INTERPOLATED
PASAJE PEDRO 7;3358;-398.186.421;-732.295.583;7;Avenida Pedro Montt;Valdivia;Valdivia;Valdivia;Valdivia;Región de los Ríos;Región de los Ríos;CL;Chile;10170174;RANGE_INTERPOLATED
CONDELL;150;-455.701.876;-720.660.499;150;Carlos Condell;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;10818631;RANGE_INTERPOLATED
V.VOLCANES/PJE.NUEVO 46;#3004;193.252.311;-979.205.817;46;Volcanes;Los Volcanes;Los Volcanes;Huamantla;Huamantla;Tlax.;Tlaxcala;MX;Mexico;10830256;ROOFTOP
HUILLINCO;1603;-424.716.892;-737.843.937;1603;Huillinco;Castro;Castro;Chiloe;Chiloe;X Región;X Región;CL;Chile;10616311;RANGE_INTERPOLATED
LOS CARRERA;6268;-274.101.987;-702.853.566;6268;Los Carrera;Paipote;Paipote;Copiapo;Copiapo;III Región;III Región;CL;Chile;9586578;RANGE_INTERPOLATED
AV LASTARRIA;1291;-184.814.175;-703.064.711;1291;José Victorino Lastarria;Arica;Arica;Arica;Arica;Región de Arica y Parinacota;Región de Arica y Parinacota;CL;Chile;10476530;RANGE_INTERPOLATED
CALLE TUCAPEL;508;-184.872.659;-702.972.935;508;Tucapel;Arica;Arica;Arica;Arica;Región de Arica y Parinacota;Región de Arica y Parinacota;CL;Chile;10975583;RANGE_INTERPOLATED
PASAJE  CLODOMIRO ROZAS;1409;-235.909.026;-703.754.759;1409;Clodomiro Rozas;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;9414933;RANGE_INTERPOLATED
CALLE RIO TOLTEN;1240;-235.767.946;-703.765.522;1240;Río Toltén;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;8884654;ROOFTOP
3 Oriente;1642;-224.550.589;-689.126.936;1642;3 Oriente;Calama;Calama;El Loa;El Loa;Región de Antofagasta;Región de Antofagasta;CL;Chile;10651422;RANGE_INTERPOLATED
PASAJE TENIENTE HOLLEEY;456;-235.911.664;-703.862.112;456;Coronel Adolfo Holley;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Región de Antofagasta;Región de Antofagasta;CL;Chile;6547699;RANGE_INTERPOLATED
MIGUEL GANA CASTRO;3082;-298.669.729;-712.462.928;3082;Pintor Miguel Antonio Gana Castro;La Serena;La Serena;Región de Coquimbo;Región de Coquimbo;CL;Chile;S/N;S/N;8973134;RANGE_INTERPOLATED
CALLE EL CASTANO;2132;-330.565.517;-713.915.223;2132;El Castaño;Villa Alemana;Villa Alemana;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;6552110;RANGE_INTERPOLATED
EL CAJOM;18245;-333.473.747;-70.473.557;18245;Camino El Cajón;Lo Barnechea;Lo Barnechea;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10484649;RANGE_INTERPOLATED
AVENIDA LA PLANCAHDA;4356;-330.597.808;-715.788.433;4356;La Planchada;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;9605294;ROOFTOP
PASAJE RODELILLO;4034;-330.548.257;-71.577.729;4034;Avenida Rodelillo;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;6553902;ROOFTOP
PASAJE 5;50;-328.796.122;-712.413.892;50;Pasaje 5;Quillota;Quillota;Quillota;Quillota;Región de Valparaíso;Región de Valparaíso;CL;Chile;8980971;RANGE_INTERPOLATED
LOS QUINCHAMALES;1725;-330.731.259;-714.222.327;1725;Quinchamalí;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;6554076;RANGE_INTERPOLATED
CALLE ALMTE RIVEROS;62;-330.359.916;-71.631.354;62;Almirante Riveros;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;9890150;RANGE_INTERPOLATED
LOS BOLDOS;289;-330.373.729;-715.828.004;289;Los Boldos;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10869838;ROOFTOP
CALLE EL ABEDUL;5306;-335.050.798;-706.150.652;5306;Abedul;San Joaquín;San Joaquín;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6555504;RANGE_INTERPOLATED
CAMILO ORTUZAR;4030;-335.054.227;-705.909.364;4030;Camilo Ortúzar;Macul;Macul;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10541805;ROOFTOP
Av. El Rosal;6190;-334.805.935;-707.597.571;6190;Avenida El Rosal;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10351592;RANGE_INTERPOLATED
CALABRIA;373;-33.596.447;-705.825.916;373;Calabria;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;6561328;ROOFTOP
PASAJE FRANCISCO ENCINA;667;-33.528.608;-706.712.617;667;Francisco Encina;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6562613;RANGE_INTERPOLATED
AVENIDA LA MONTANA;1550;-333.204.049;-707.362.679;1550;La Montaña;Lampa;Lampa;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;9525471;RANGE_INTERPOLATED
CAMINO DE LOYOLA;5999;-334.368.514;-707.195.953;5999;Camino de Loyola;Quinta Normal;Quinta Normal;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10869935;RANGE_INTERPOLATED
PSJE DE LA TORTUGA;3867;-33.492.016;-707.369.417;3867;Isla Tortuga;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10862539;ROOFTOP
AVENIDA LOS SILO;1030;-335.755.696;-708.084.177;1030;Los Silos;Padre Hurtado;Padre Hurtado;Talagante;Talagante;Región Metropolitana;Región Metropolitana;CL;Chile;10682817;ROOFTOP
NUEVA DELIS;508;-333.544.542;-707.542.936;508;Nva Delhi;Quilicura;Quilicura;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10938470;ROOFTOP
CALLE MIRAFLORES;6;-347.150.792;-710.482.144;6;Calle Miraflores;Chimbarongo;Chimbarongo;Colchagua;Colchagua;VI Región;VI Región;CL;Chile;8928772;RANGE_INTERPOLATED
CAMINO REAL;3577;-341.077.843;-707.479.133;3577;Camino Real;Graneros;Graneros;VI Región;VI Región;CL;Chile;S/N;S/N;6570376;RANGE_INTERPOLATED
GABIRELA MISTRAL;481;-398.418.585;-732.136.077;481;Gabriela Mistral;Valdivia;Valdivia;Valdivia;Valdivia;Región de los Ríos;Región de los Ríos;CL;Chile;10685827;RANGE_INTERPOLATED
PASTOR LUIS ACEVEDO VALENZU;148;-335.268.316;-707.913.655;148;Pastor Luis Acevedo Valenzuela;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6575928;ROOFTOP
CALLE LOS SADUCEOS;1537;-335.281.732;-707.926.182;1537;Saduceos;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6576741;RANGE_INTERPOLATED
AVENIDA CHAMISERO;13492;-33.317.606;-706.548.655;13492;Avenida Chamisero;Chicureo;Chicureo;Chacabuco;Chacabuco;Región Metropolitana;Región Metropolitana;CL;Chile;10030964;ROOFTOP
AVENIDA OSSA;1129;-335.411.614;-706.532.495;1129;Avenida Ossa;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9123609;RANGE_INTERPOLATED
PASAJE CUARENTA Y CUATRO;7375;-334.718.836;-705.592.203;7375;Pasaje 40;Penalolen;Penalolen;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6584856;RANGE_INTERPOLATED
CALLE RELONCAVI;942;-414.545.986;-729.399.225;942;Reloncaví;Puerto Montt;Puerto Montt;Llanquihue;Llanquihue;X Región;X Región;CL;Chile;10810169;ROOFTOP
AVENIDA PRESIDENTE KENNEDY;5413;-33.402.401;-705.794.027;5413;Avenida Presidente Kennedy;Las Condes;Las Condes;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10457031;ROOFTOP
AVENIDA MACUL;6142;-335.065.479;-705.910.438;6142;Avenida Macul;Macul;Macul;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10792533;RANGE_INTERPOLATED
PASAJE NUEVE;2082;-334.794.435;-706.104.641;2082;Nueve Norte;Macul;Macul;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10329773;RANGE_INTERPOLATED
TRISTAN VALDES;164;-335.054.413;-707.559.282;164;Tristán Valdés;Maipú;Maipú;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;9307533;ROOFTOP
AV EJERCITO LIBERTADOR;2021;-33.594.655;-705.952.377;2021;Avenida Ejercito Libertador;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;10405563;RANGE_INTERPOLATED
AVDA GENERAL ARRIAGADA;1095;-335.585.593;-705.994.275;1095;General Arriagada;La Florida;La Florida;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6590253;RANGE_INTERPOLATED
ESTACION PAILLACO;387;-336.208.172;-706.120.408;387;Estación Paillaco;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;8992965;RANGE_INTERPOLATED
PASAJE LAS BEGONIA;1381;-335.307.032;-705.809.948;1381;Las Begonias;La Florida;La Florida;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;10792607;ROOFTOP
LAGO RUPANCO;785;-335.770.291;-707.120.816;785;Lago Rupanco;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;10344554;RANGE_INTERPOLATED
AXARIO COTAPOS;782;-33.603.307;-705.649.803;782;Acario Cotapos;Puente Alto;Puente Alto;Cordillera;Cordillera;Región Metropolitana;Región Metropolitana;CL;Chile;9764962;RANGE_INTERPOLATED
PLAZA CASTELAR;1160;-335.263.933;-706.766.311;1160;Plaza Castelar;La Cisterna;La Cisterna;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6598239;ROOFTOP
LOS ALFAREROS;738;-34.159.416;-707.232.736;738;Los Alfareros;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10643170;RANGE_INTERPOLATED
ORO NEGRO;3403;-341.668.686;-707.801.942;3403;Avenida Oro Negro;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10401052;ROOFTOP
CUEVAS;405;-341.690.813;-70.741.048;405;Cuevas;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10411716;RANGE_INTERPOLATED
PASAJE EL LINGUE;1164;-341.687.858;-707.653.313;1164;Lingue;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;8870954;RANGE_INTERPOLATED
ZAPALLAR;1470;-341.277.262;-707.378.762;1470;Pasaje El Zapallar;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;6602198;ROOFTOP
PSJE. CINCO IMEDIA NORTE A;3462;-354.271.876;-716.256.886;3462;Pasaje Cinco y Medio Norte A;Talca;Talca;VII Región;VII Región;CL;Chile;S/N;S/N;6603448;RANGE_INTERPOLATED
33 OTE C 10 Y 11 SUR;230;-354.420.916;-716.385.134;2812-2846;Pasaje Diez Sur A;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;6604923;ROOFTOP
LIENTUR PASAJE K;2441;-368.019.216;-730.384.374;2441;Lientur;Concepción;Concepción;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;10446680;RANGE_INTERPOLATED
AVENIDA JAVIERA CARRERA;6378;-36.876.336;-731.361.215;6378;Avenida Javiera Carrera;San Pedro de la Paz;San Pedro de la Paz;Concepcion;Concepcion;Región Metropolitana;Región Metropolitana;CL;Chile;11121903;RANGE_INTERPOLATED
ANDRES BELLO;335;-368.362.649;-730.614.759;335;Andrés Bello;Concepción;Concepción;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;6608189;RANGE_INTERPOLATED
ANDALUE;99;-36.858.367;-730.934.589;99;Avenida Andalue;San Pedro de la Paz;San Pedro de la Paz;Concepcion;Concepcion;Región Metropolitana;Región Metropolitana;CL;Chile;10427611;RANGE_INTERPOLATED
rengo;855;-368.238.541;-730.547.359;855;Rengo;Concepción;Concepción;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;11101205;ROOFTOP
RAFAEL DE LA SOTTA;1545;-368.257.066;-730.134.191;1545;Rafael de La Sota;Concepción;Concepción;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;6611781;RANGE_INTERPOLATED
PASAJE SANTA ANA;561;-367.402.421;-730.901.326;561;Pasaje Ana María Guralde;Talcahuano;Talcahuano;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;6613280;RANGE_INTERPOLATED
MANUEL RECABARREN;636;-387.538.325;-726.130.047;636;Manuel Recabarren;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;6613944;RANGE_INTERPOLATED
MAULLIN;1490;-387.185.502;-726.166.516;1490;Maullín;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;8987927;RANGE_INTERPOLATED
PSJE RIO CHOL CHOL;450;-387.219.039;-725.561.897;450;Río Chol Chol;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10196540;RANGE_INTERPOLATED
ISLA JUAN FERNANDEZ;3460;-387.117.064;-725.511.505;3460;Isla Juan Fernández;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;9160003;RANGE_INTERPOLATED
AVDA  LOS ESTUDIANTES;2985;-387.390.191;-72.647.951;2985;Avenida los Estudiantes;Temuco;Temuco;IX Región;IX Región;CL;Chile;S/N;S/N;9782228;RANGE_INTERPOLATED
PASAJE SIENA;1644;-387.595.033;-72.628.785;1644;Siena;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;6616715;RANGE_INTERPOLATED
CALLE PATRICIO LYNCH;569;-38.738.394;-725.945.665;569;Patricio Lynch;Temuco;Temuco;Cautín;Cautín;IX Región;IX Región;CL;Chile;10304146;RANGE_INTERPOLATED
CALLE PORTALES;457;-42.482.709;-73.765.926;457;Diego Portales;Castro;Castro;Chiloe;Chiloe;X Región;X Región;CL;Chile;6620423;ROOFTOP
SANTIAGO;901;-341.645.295;-706.969.681;901;Santiago;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10838743;RANGE_INTERPOLATED
OCEANO PACIFICO;1587;-531.510.732;-709.448.646;1587;Océano Atlántico;Punta Arenas;Punta Arenas;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;Región de Magallanes y de la Antártica Chilena;CL;Chile;10543731;RANGE_INTERPOLATED
PSJE NUEVO 23;1442;-299.898.008;-71.351.552;1442;Pasaje Nuevo Dos;Coquimbo;Coquimbo;Elqui;Elqui;Región de Coquimbo;Región de Coquimbo;CL;Chile;6623575;RANGE_INTERPOLATED
CHACABUCO;3;-326.308.513;-707.150.307;3;Batalla de Chacabuco;Putaendo;Putaendo;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;CL;Chile;10247727;RANGE_INTERPOLATED
JOAQUINA 1961;1961;-327.590.956;-707.192.094;1961;Santa Joaquina de Vedruna;San Felipe;San Felipe;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;CL;Chile;11053014;RANGE_INTERPOLATED
PASAJE CLERIGO PANTALEON CORREA;170;-327.395.904;-707.371.061;170;Pasaje Clérigo Pantaleón Correa;San Felipe;San Felipe;San Felipe de Aconcagua;San Felipe de Aconcagua;Región de Valparaíso;Región de Valparaíso;CL;Chile;11012222;RANGE_INTERPOLATED
CALLE MARIN;392;-334.469.859;-706.392.994;392;Marín;Santiago;Santiago;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;6630760;ROOFTOP
AV  NUEVA TAJAMAR   TORRE S;481;-334.161.803;-706.055.451;481;Nueva Tajamar;Santiago;Santiago;Región Metropolitana;Región Metropolitana;CL;Chile;7550099;7550099;6631012;ROOFTOP
QUIDORA;757;-330.528.743;-714.670.577;757;Quidora;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10463472;RANGE_INTERPOLATED
AVENIDA TORRES DE PAINE;7010;-368.837.491;-731.442.305;7010;Parque Nacional Torres del Paine;San Pedro de la Paz;San Pedro de la Paz;Concepcion;Concepcion;Región Metropolitana;Región Metropolitana;CL;Chile;10685095;RANGE_INTERPOLATED
PJE ANTOFAGASTA;1739;-330.569.178;-71.463.598;1739;Antofagasta;Quilpué;Quilpué;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10323905;RANGE_INTERPOLATED
CALLE A;13;-330.045.936;-714.961.052;13;Calle A;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10946014;RANGE_INTERPOLATED
JORGE CANDIA;3;-330.455.748;-716.537.502;3;Jorge Candia;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10876335;RANGE_INTERPOLATED
AV PORVENIR;702;-330.349.662;-716.494.504;702;Porvenir;Valparaíso;Valparaíso;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10810180;RANGE_INTERPOLATED
CALLE 2;46;-328.798.271;-712.408.255;46;Calle 2;Quillota;Quillota;Quillota;Quillota;Región de Valparaíso;Región de Valparaíso;CL;Chile;9911366;RANGE_INTERPOLATED
CALLE 1;1428;-330.614.362;-71.391.931;1428;Pasaje I;Villa Alemana;Villa Alemana;Marga Marga;Marga Marga;Región de Valparaíso;Región de Valparaíso;CL;Chile;10961007;RANGE_INTERPOLATED
CALLE JOSE MGUEL CARRERA;266;-330.403.772;-715.621.764;266;José Mguel Carrera;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;10355664;RANGE_INTERPOLATED
ALCALDE JUAN BAYNER;97;-330.403.593;-715.801.538;97;Alcalde Juan Bayner;Viña;Viña del Mar;Valparaiso;Valparaiso;Región de Valparaíso;Región de Valparaíso;CL;Chile;6643823;RANGE_INTERPOLATED
AVDA ARRAYAN;331;-343.960.313;-70.857.288;331;Los Arrayanes;Rengo;Rengo;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;9248389;ROOFTOP
Callae Larga;295;-335.673.797;-706.807.253;295;Larga;El Bosque;El Bosque;Región Metropolitana;Región Metropolitana;CL;Chile;S/N;S/N;10719347;RANGE_INTERPOLATED
RENE SNAIDER;1090;-33.572.861;-716.090.057;1090;René Schneider;San Antonio;San Antonio;San Antonio;San Antonio;Región de Valparaíso;Región de Valparaíso;CL;Chile;10852070;RANGE_INTERPOLATED
PASAJE 1;34;-341.951.498;-708.882.912;34;Pasaje 1;Doñihue;Doñihue;VI Región;VI Región;CL;Chile;S/N;S/N;6648300;ROOFTOP
CALLE MANUEL MONTT;604;-337.229.018;-707.437.418;604;Manuel Montt;Buin;Buin;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;8682403;ROOFTOP
CAMINO LA CAPILLA DE NOS;1375;-336.369.183;-70.720.279;1375;Camino La Capilla de Nos;San Bernardo;San Bernardo;Maipo;Maipo;Región Metropolitana;Región Metropolitana;CL;Chile;10960584;RANGE_INTERPOLATED
EL MOLINA 2173;;-34.183.059;-707.579.273;2173;El Molino;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10915137;ROOFTOP
GUSTAVO CABELLO;735;-3.414.092;-707.376.536;735;Calle Pintor Gustavo Cabello Olguin;Rancagua;Rancagua;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10805439;RANGE_INTERPOLATED
VINA MISIONES DE RENGO;975;-344.066.681;-708.644.387;206;Morán;Rengo;Rengo;VI Región;VI Región;CL;Chile;S/N;S/N;9793765;ROOFTOP
JPEDRO SEGUNDO ESTRADA;420;-344.092.074;-708.544.326;420;Pedro Segundo Estrada;Rengo;Rengo;Cachapoal;Cachapoal;VI Región;VI Región;CL;Chile;10225928;RANGE_INTERPOLATED
LOS CASTAÑOS 2;3684;-354.394.263;-716.784.975;2;Los Castaños;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;6654535;RANGE_INTERPOLATED
SANTA TERESA;112;-354.288.509;-716.612.763;1102;4 Oriente C;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;6655349;ROOFTOP
CALLE CHACARILLAS;329;-354.533.719;-716.821.099;329;Chacarillas;Talca;Talca;VII Región;VII Región;CL;Chile;S/N;S/N;8981117;ROOFTOP
31 OTE;5;-354.479.472;-716.352.814;5;31 Oriente;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;6657712;RANGE_INTERPOLATED
CALLE VEINTIDOS SUR;1563;-354.500.245;-716.576.334;1563;Veintidós Sur O;Talca;Talca;Talca;Talca;VII Región;VII Región;CL;Chile;6657744;RANGE_INTERPOLATED
PJE ESMERALDA;4;-353.452.653;-724.202.958;4;Esmeralda;Constitución;Constitución;Talca;Talca;VII Región;VII Región;CL;Chile;10726748;RANGE_INTERPOLATED
PASAJE LA ESTEPA;1261;-358.367.738;-716.189.766;1261;Pasaje la Estepas;Linares;Linares;Linares;Linares;VII Región;VII Región;CL;Chile;6658744;RANGE_INTERPOLATED
SIMPSON;2890;-455.854.948;-720.343.369;2890;Almirante Simpson;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;9848857;RANGE_INTERPOLATED
GUSTAVO MUNOZ;109;-366.217.222;-729.500.168;109;Gustavo Muñoz;Tome;Tome;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;6665877;ROOFTOP
AVENIDA GRECIA;1444;-367.866.661;-731.046.101;1444;Grecia;Hualpen;Hualpen;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;9962264;RANGE_INTERPOLATED
ROSAS;94;-376.702.198;-720.220.032;94;Rosas;Santa Bárbara;Santa Bárbara;Región del Bío Bío;Región del Bío Bío;CL;Chile;S/N;S/N;10589112;ROOFTOP
AFREDO AMPUERO;265;-42.377.133;-736.528.476;265;Alfredo Ampuero;Dalcahue;Dalcahue;Chiloe;Chiloe;X Región;X Región;CL;Chile;10805854;RANGE_INTERPOLATED
SARGENTO ALDESA;1593;-405.909.558;-731.753.873;1593;Sargento Aldea;Osorno;Osorno;Osorno;Osorno;X Región;X Región;CL;Chile;9966554;RANGE_INTERPOLATED
AVDA FRANCKFORT;3282;-367.875.433;-73.100.336;3282;Frankfort;Hualpen;Hualpen;Concepcion;Concepcion;Región del Bío Bío;Región del Bío Bío;CL;Chile;9191351;RANGE_INTERPOLATED
PJE AMENGUAN;543;-405.753.532;-731.053.761;543;Amengual;Osorno;Osorno;Osorno;Osorno;X Región;X Región;CL;Chile;9999666;ROOFTOP
DUSSEN;360;-455.711.403;-72.069.764;360;Dussen;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;6676000;RANGE_INTERPOLATED
ALEJANDRO GUTIERREZ;570;-455.791.624;-720.582.714;570;Doctor Alejandro Gutiérrez;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;10602543;RANGE_INTERPOLATED
ENSENADA;369;-455.815.387;-720.315.651;369;Ensenada;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;10708395;ROOFTOP
RIO PALENA;2764;-455.821.882;-720.363.164;2764;Río Palena;Coyhaique;Coyhaique;Coihaique;Coihaique;XI Región;XI Región;CL;Chile;6676418;RANGE_INTERPOLATED
SAN LUIS;895;-336.530.456;-708.996.575;895;San Luis;Talagante;Talagante;Talagante;Talagante;Región Metropolitana;Región Metropolitana;CL;Chile;6679005;ROOFTOP
